ID (GT),Missing Time Points,ID (Dino),x (GT),y (GT),z (GT),x (Dino),y (Dino),z (Dino),t,t_start (GT),t_start (Dino),FI (GT),FI (Dino),Track Length (GT),Track Length (Dino),Feature 0,Feature 1,Feature 2,Distance,Multi ID (Dino),Multi Distance (Dino)
2646,49,9546,141.818,188.182,-0.455,136.0891,187.89696,4.0922155,49.0,33.0,42.0,1.0,3.352,18.0,20.0,3.553,0.1838,0.378,7.319748070462559,,
2646,50,9546,137.455,191.818,-0.818,136.1672,187.95236,4.0013876,50.0,33.0,42.0,1.0,4.723,18.0,20.0,4.934,-0.2478,-0.2815,6.310950664411335,,
2651,50,6442,104.273,325.455,-0.909,101.48382,323.93082,0.5748731,50.0,50.0,25.0,1.0,2.207,7.0,27.0,2.783,1.272,0.0432,3.5077812248918296,,
2652,43,5373,439.182,292.182,5.182,431.74155,288.1199,5.5433464,43.0,33.0,19.0,1.0,4.547,23.0,33.0,11.04,-3.473,0.05377,8.48478189662488,,
2652,47,10332,416.545,301.273,4.909,413.90118,301.8282,2.0737264,47.0,33.0,46.0,1.0,6.902,23.0,16.0,16.86,1.846,-0.4944,3.9162236426507793,,
2652,48,9738,411.091,305.091,5.364,406.8855,303.4102,4.411536,48.0,33.0,43.0,1.0,4.23,23.0,14.0,10.13,0.1103,0.4934,4.628013241261995,,
2655,35,8235,145.455,253.455,5.818,141.10158,247.87077,1.803129,35.0,33.0,35.0,1.0,4.125,13.0,14.0,7.766,2.457,0.2451,8.139722325481454,,
2661,40,8548,374.455,338.091,0.545,376.45703,335.3944,1.6250954,40.0,33.0,37.0,1.0,4.45,20.0,30.0,7.285,2.975,0.05408,3.5279429918864995,,
2663,49,3249,503.727,173.727,-0.545,506.4464,174.98862,2.4304175,49.0,49.0,8.0,1.0,4.91,6.0,35.0,11.27,0.768,-0.2109,4.223734210826514,,
2668,33,7425,341.636,120.909,5.273,344.56113,125.1571,7.186408,33.0,33.0,30.0,1.0,3.701,40.0,17.0,3.777,-2.898,-0.322,5.501260701090593,,
2671,54,10478,315.636,39.636,6.727,317.12653,35.34963,6.6749697,54.0,47.0,47.0,1.0,3.895,26.0,17.0,9.086,-2.201,-0.653,4.538430853270552,,
2672,38,4539,115.091,170.727,0.545,107.6249,172.10156,4.7280216,38.0,33.0,15.0,1.0,3.533,8.0,29.0,6.18,0.07263,0.1959,8.667741003840996,,
2672,39,6537,115.455,170.364,0.636,117.07276,164.60721,0.0,39.0,33.0,26.0,1.0,3.307,8.0,14.0,-2.346,1.548,0.2842,6.0135076720413325,,
2672,40,6537,115.364,171.0,0.727,119.34451,164.70097,0.18743066,40.0,33.0,26.0,1.0,2.094,8.0,14.0,-0.07153,1.764,-0.1074,7.470834884647621,,
2678,45,6776,96.455,136.727,6.364,99.78072,140.99174,2.6064217,45.0,34.0,27.0,1.0,4.973,14.0,65.0,8.24,1.466,-0.05182,6.585424471257022,,
2678,47,6776,88.909,142.636,7.0,86.101395,141.72246,1.9209874,47.0,34.0,27.0,1.0,3.434,14.0,65.0,4.934,1.352,0.4458,5.874825117276581,,
2683,34,6110,455.909,331.636,1.364,452.10297,329.6148,3.8691747,34.0,34.0,23.0,1.0,3.477,22.0,16.0,6.17,0.852,-0.1265,4.984677931262952,,
2683,37,8195,455.364,332.455,1.182,459.4785,334.27872,2.1354961,37.0,34.0,35.0,1.0,6.273,22.0,19.0,14.68,0.3623,-0.799,4.6004586403004994,,
2683,38,8195,456.0,333.0,1.273,459.313,334.88287,2.3391805,38.0,34.0,35.0,1.0,6.25,22.0,19.0,13.7,0.565,-1.034,3.957007618830202,,
2683,40,8195,453.091,335.909,1.273,459.90332,335.04538,1.4484603,40.0,34.0,35.0,1.0,4.15,22.0,19.0,6.28,2.78,-0.37,6.869085063068883,,
2683,41,8195,448.182,338.0,1.091,459.51736,335.3557,1.2447281,41.0,34.0,35.0,1.0,4.34,22.0,19.0,6.703,2.686,-0.3345,11.640719099279435,,
2683,42,8195,448.545,338.182,1.091,454.13306,338.86142,1.5938671,42.0,34.0,35.0,1.0,3.992,22.0,19.0,6.492,0.3123,-0.1494,5.651628209663321,,
2685,46,8648,147.273,379.273,-0.455,150.61093,377.3264,1.234981,46.0,34.0,37.0,1.0,4.023,14.0,45.0,9.75,2.39,-0.376,4.217471283276412,,
2689,82,14050,470.182,44.545,7.0,472.78336,45.578915,1.636559,82.0,67.0,67.0,1.0,3.256,18.0,17.0,7.848,3.158,0.09064,6.050004416304669,,
2690,47,4810,173.636,81.818,8.727,175.66814,80.49132,6.064616,47.0,34.0,16.0,1.0,4.266,66.0,42.0,7.32,-2.33,-0.684,3.6024937703563045,,
2693,35,4102,304.091,9.818,9.636,304.03918,0.26313433,7.999993,35.0,34.0,13.0,1.0,2.193,5.0,37.0,-7.113,-0.6875,0.129,9.694052928893752,,
2694,37,5502,337.273,396.909,8.273,338.65668,395.3032,5.421866,37.0,34.0,20.0,1.0,4.473,6.0,22.0,10.086,-1.225,0.807,3.5527635818269525,,
2699,35,5316,36.0,0.909,4.455,20.76048,0.0,7.999995,35.0,34.0,19.0,1.0,3.195,6.0,15.0,-7.324,-0.8564,0.165,15.672786618225391,,
2699,36,7556,36.455,2.182,4.182,46.991352,0.10344822,0.0,36.0,34.0,31.0,1.0,2.688,6.0,46.0,-8.6,-3.664,-0.0748,11.5249388271715,,
2699,38,8835,34.909,2.364,4.727,32.999897,6.9999785,0.0,38.0,34.0,38.0,1.0,2.895,6.0,7.0,-0.2202,0.663,-0.6885,6.890682108258315,,
2703,35,7344,69.364,205.364,-0.364,72.45914,206.48749,1.0293883,35.0,34.0,30.0,1.0,3.281,34.0,5.0,5.355,2.629,-0.1891,3.575423381122424,,
2703,38,6222,70.545,205.273,-0.364,65.63112,204.70935,0.0,38.0,34.0,24.0,1.0,2.104,34.0,9.0,-2.867,0.4783,-0.522,4.959477187859629,,
2703,46,10147,70.636,207.909,-0.182,73.56934,206.4009,2.1046655,46.0,34.0,45.0,1.0,4.883,34.0,32.0,11.81,2.04,-0.359,4.013438460284425,,
2704,37,8170,161.091,210.545,7.545,154.12094,211.72168,5.7749867,37.0,34.0,35.0,1.0,3.672,16.0,4.0,6.145,-1.129,-0.814,7.28692385771782,,
2707,37,4209,482.091,135.909,0.455,482.81897,138.89008,2.2730427,37.0,34.0,13.0,1.0,3.797,11.0,47.0,9.25,1.317,-0.6084,3.5667993420324846,,
2709,60,6737,254.182,351.636,7.545,253.9792,350.06412,3.2881231,60.0,34.0,27.0,1.0,5.28,32.0,54.0,11.766,0.5,0.1561,4.5423491186998906,,
2709,61,6737,250.818,354.182,7.727,251.76402,351.9092,3.5448303,61.0,34.0,27.0,1.0,5.055,32.0,54.0,12.26,-0.4373,-0.1481,4.852949317682818,,
2710,34,7011,439.364,281.455,4.545,440.1997,277.06747,4.0729527,34.0,34.0,28.0,1.0,4.805,16.0,10.0,10.8,-0.827,-0.5474,4.491285188488599,,
2714,40,6686,468.0,32.818,8.455,468.98932,32.756916,4.845003,40.0,34.0,27.0,1.0,4.363,7.0,32.0,8.09,-2.143,0.1323,3.743603031501209,,
2716,38,5327,155.364,121.091,2.545,156.732,112.90918,1.5352284,38.0,34.0,19.0,1.0,3.916,20.0,15.0,5.22,0.8184,-0.275,8.356628578354213,,
2719,71,12811,177.091,175.727,3.182,177.75606,184.38312,2.8026521,71.0,34.0,60.0,1.0,3.9,66.0,13.0,7.45,0.3545,-0.4104,8.689915021864953,,
2719,97,16326,136.273,204.364,2.182,127.5458,206.42363,2.9852424,97.0,34.0,79.0,1.0,4.527,66.0,16.0,4.855,-0.633,0.397,9.002849211780552,,
2719,98,19204,136.091,203.909,2.182,129.93677,207.50468,0.3487713,98.0,34.0,94.0,1.0,4.066,66.0,4.0,8.02,1.342,-0.6226,7.359632397192401,,
2720,37,8394,142.455,128.182,5.364,136.30272,128.56087,0.934223,37.0,34.0,36.0,1.0,3.938,19.0,9.0,5.83,3.482,-0.6743,7.590587325433337,,
2720,40,6776,131.091,136.545,4.364,136.41455,135.18657,3.4941046,40.0,34.0,27.0,1.0,4.41,19.0,65.0,12.53,-0.2966,0.438,5.562574464610877,,
2720,43,5560,135.909,139.727,3.0,141.22746,141.91867,6.4876475,43.0,34.0,20.0,1.0,4.098,19.0,18.0,4.547,-1.402,0.2374,6.727043871178213,,
2720,44,5560,139.727,138.091,2.182,141.261,144.36928,6.780445,44.0,34.0,20.0,1.0,2.834,19.0,18.0,3.498,-2.88,0.2307,7.931938740082711,,
2722,42,4105,385.818,72.182,9.455,387.4117,70.23301,6.06413,42.0,34.0,13.0,1.0,5.29,9.0,56.0,10.0,-0.814,-0.714,4.223321094470569,,
2732,51,6616,463.727,38.0,4.545,460.68832,41.5862,2.6531038,51.0,35.0,26.0,1.0,5.176,22.0,30.0,15.64,0.05594,-0.2756,5.066919953381386,,
2732,52,6616,463.455,37.909,4.455,461.27405,41.33746,2.410562,52.0,35.0,26.0,1.0,5.582,22.0,30.0,14.0,1.03,-0.3389,4.548692956217642,,
2736,45,7982,477.818,161.091,-0.455,481.21213,159.3537,1.0483673,45.0,44.0,34.0,1.0,3.6,6.0,15.0,7.15,1.601,0.4832,4.098590365675671,,
2736,47,9763,472.455,164.727,-0.545,475.5642,163.11957,0.7784699,47.0,44.0,43.0,1.0,3.188,6.0,8.0,4.71,2.713,-0.2517,3.7419952460026273,,
2736,49,7982,472.364,165.636,-0.909,468.44696,166.88225,0.87908834,49.0,44.0,34.0,1.0,3.455,6.0,15.0,4.703,2.13,-0.3855,4.482588686879921,,
2744,49,8185,470.727,326.364,5.727,466.9144,317.8247,0.0,49.0,35.0,35.0,1.0,4.24,53.0,17.0,-2.627,0.472,0.112,10.966042688682151,,
2744,50,10319,467.455,331.182,5.818,460.25803,333.23257,7.916807,50.0,35.0,46.0,1.0,3.025,53.0,45.0,-2.61,-1.477,0.0249,7.772142904569399,,
2747,49,9969,384.636,188.364,5.0,382.30276,187.73537,1.6627828,49.0,35.0,44.0,1.0,5.8,65.0,12.0,9.2,2.955,0.4526,4.120218830896738,,
2749,35,5270,267.545,336.091,4.545,260.9397,337.00867,0.0,35.0,35.0,19.0,1.0,2.922,9.0,21.0,-3.627,0.634,0.7446,8.07026215924241,,
2749,37,7187,268.273,336.545,4.818,265.96875,342.44678,5.5797772,37.0,35.0,29.0,1.0,2.82,9.0,24.0,7.277,-1.735,0.9097,6.38129138445657,,
2750,37,7294,172.545,302.909,2.818,163.97122,306.64993,5.6708183,37.0,35.0,30.0,1.0,3.354,26.0,32.0,6.0,-0.621,0.6943,9.779715384719273,,
2750,38,8297,172.455,302.455,2.636,172.32965,293.91568,6.304415,38.0,35.0,35.0,1.0,3.309,26.0,33.0,2.943,-0.873,0.475,9.294781724017222,,
2752,35,529,272.455,467.091,9.091,279.99863,462.9977,7.9999604,35.0,35.0,0.0,1.0,-3.656,14.0,30.0,-6.742,-4.21,-0.9634,8.651694971256687,,
2752,41,6467,260.091,472.909,9.273,257.28638,472.2704,6.3931203,41.0,35.0,25.0,1.0,4.164,14.0,34.0,10.09,-2.764,-0.1051,4.07030839014344,,
2752,42,3529,260.455,473.091,9.182,262.67096,474.32855,4.2733674,42.0,35.0,9.0,1.0,5.984,14.0,29.0,14.29,-1.351,0.04364,5.52600060856699,,
2756,43,6595,356.0,334.818,-0.545,355.55878,335.44327,3.1672063,43.0,36.0,26.0,1.0,3.646,11.0,16.0,6.742,-1.133,-0.4182,3.7902655942637686,,
2756,44,6595,356.545,335.091,-0.545,356.44107,335.4422,3.2439866,44.0,36.0,26.0,1.0,3.701,11.0,16.0,9.2,-0.0797,-0.4663,3.806647125736711,,
2761,47,8286,179.636,375.818,4.909,177.65726,373.0188,6.0408354,47.0,35.0,35.0,1.0,2.65,13.0,44.0,5.3,-1.306,0.2654,3.6099839335228383,,
2768,40,8212,326.091,207.0,8.909,327.787,208.37561,5.7822003,40.0,35.0,35.0,1.0,4.484,14.0,10.0,6.63,-0.4116,0.07477,3.8138688016265023,,
2769,35,7085,249.545,440.545,1.091,246.42065,430.9992,0.0,35.0,35.0,29.0,1.0,2.535,6.0,16.0,-8.41,2.1,-0.06055,10.103174825890164,,
2773,37,3274,437.909,261.091,6.091,435.00134,262.3605,4.5280075,37.0,35.0,8.0,1.0,6.016,36.0,67.0,15.88,-0.985,-0.3853,3.536815302027521,,
2773,39,6825,431.909,270.0,6.636,431.3015,271.0441,2.136027,39.0,35.0,27.0,1.0,4.16,36.0,9.0,11.55,0.04126,-0.654,4.6592872910702825,,
2774,50,10879,365.636,161.182,4.909,364.69043,167.94637,2.4022825,50.0,35.0,50.0,1.0,4.227,33.0,18.0,13.43,1.871,0.2612,7.275605593117764,,
2774,51,10879,366.0,161.818,5.091,366.9584,168.22874,1.2837589,51.0,35.0,50.0,1.0,4.812,33.0,18.0,11.23,0.9424,0.0813,7.517393344845596,,
2784,39,7318,504.636,325.182,8.636,500.02322,321.15918,6.94952,39.0,36.0,30.0,1.0,5.26,9.0,7.0,5.812,-0.519,-0.6846,6.348624644062728,,
2784,43,7268,505.455,324.455,8.273,507.09662,327.05087,6.281941,43.0,36.0,30.0,1.0,4.973,9.0,12.0,11.48,-2.543,-0.1865,3.660296876317673,,
2792,44,9753,451.091,277.818,4.091,451.80054,281.33896,6.994638,44.0,36.0,43.0,1.0,3.936,50.0,4.0,4.207,-2.246,-0.3455,4.618627498320689,,
2792,53,10888,451.182,275.455,4.727,459.30014,274.75043,7.999999,53.0,36.0,50.0,1.0,1.709,50.0,6.0,-3.607,-3.03,-0.2275,8.781408679619728,,
2792,54,1274,450.909,274.818,4.909,455.57266,291.16635,5.682135,54.0,36.0,0.0,1.0,3.852,50.0,95.0,5.508,-1.858,-0.282,17.018108298113695,,
2792,55,10318,446.818,278.364,5.182,445.53296,288.43182,0.0,55.0,36.0,46.0,1.0,1.785,50.0,23.0,-3.633,-0.9497,0.356,11.395852375052986,,
2794,63,7294,136.818,311.909,9.636,131.8324,313.70804,4.9985104,63.0,36.0,30.0,1.0,4.367,31.0,32.0,5.695,-0.0763,0.3782,7.042660155914679,,
2796,48,9149,500.545,36.545,5.273,498.27222,33.92227,4.2100234,48.0,36.0,40.0,1.0,4.965,32.0,28.0,13.055,-0.1251,0.3132,3.629622684721875,,
2797,36,8383,200.0,243.364,9.727,190.79536,248.20921,7.6199994,36.0,36.0,36.0,1.0,1.834,5.0,18.0,-1.186,-3.016,-0.12354,10.613242153183004,,
2801,46,9291,77.727,65.0,7.818,78.37963,65.923294,4.29073,46.0,42.0,41.0,1.0,4.957,25.0,11.0,8.25,0.10614,0.3562,3.7040560714217055,,
2808,46,3849,465.273,28.091,3.091,464.1847,24.791296,3.9154065,46.0,36.0,11.0,1.0,4.863,23.0,65.0,8.16,1.226,-0.1257,3.5710067844878526,,
2813,72,14558,224.727,60.273,7.364,220.89624,53.682716,6.9550943,72.0,36.0,69.0,1.0,2.21,57.0,4.0,1.753,-1.489,0.04028,7.633725777741072,,
2813,73,10925,225.364,60.636,7.182,235.34561,63.611614,7.7675815,73.0,36.0,50.0,1.0,0.9995,57.0,11.0,-3.404,-1.969,0.1223,10.432148511320094,,
2813,77,14743,226.909,60.364,7.455,226.63242,52.60838,1.5328231,77.0,36.0,70.0,1.0,4.34,57.0,21.0,8.086,2.234,-0.1214,9.7620857052012,,
2813,83,9313,218.0,64.636,7.455,217.27022,67.958755,4.610406,83.0,36.0,41.0,1.0,5.848,57.0,52.0,15.66,-1.997,-0.2715,4.434523048002007,,
2813,84,9313,218.364,65.636,7.545,216.30534,67.093704,4.944432,84.0,36.0,41.0,1.0,5.617,57.0,52.0,12.94,-1.183,-0.412,3.622973346553909,,
2814,37,5037,351.364,432.909,-0.364,345.35773,428.14465,6.3257866,37.0,36.0,18.0,1.0,4.395,11.0,25.0,5.59,-1.571,-0.729,10.174849138387213,,
2815,52,9935,205.091,101.909,7.273,202.03477,106.693,6.9788585,52.0,41.0,44.0,1.0,4.72,16.0,26.0,8.336,-4.42,-0.751,5.684515549712408,,
2817,51,9105,297.0,125.545,-0.273,293.35773,123.776215,1.5613676,51.0,36.0,40.0,1.0,4.953,53.0,27.0,7.785,3.076,0.2356,4.445181168530115,,
2818,37,2548,15.727,234.545,6.909,14.021689,235.39581,3.9223151,37.0,36.0,4.0,1.0,4.49,43.0,53.0,13.914,0.2382,-0.01945,3.542915459718034,,
2818,38,2548,16.182,235.273,6.818,14.295725,235.05995,3.1365757,38.0,36.0,4.0,1.0,5.516,43.0,53.0,13.695,0.3813,-0.628,4.142017449837155,,
2818,47,7027,15.545,234.0,6.727,16.195189,232.50931,3.5876746,47.0,36.0,28.0,1.0,4.2,43.0,31.0,8.73,-0.178,-0.504,3.5355715773982235,,
2818,58,2548,14.545,231.818,6.455,17.748747,227.78252,1.4851853,58.0,36.0,4.0,1.0,5.25,43.0,53.0,10.12,3.027,-0.0812,7.158781448175741,,
2818,59,2548,15.182,232.273,6.364,16.798662,227.03665,1.3855865,59.0,36.0,4.0,1.0,5.973,43.0,53.0,11.25,2.752,-0.978,7.403888054375628,,
2818,60,2548,14.545,231.909,6.455,17.290125,227.70102,1.494577,60.0,36.0,4.0,1.0,4.004,43.0,53.0,10.56,1.62,-0.00862,7.060354331402492,,
2818,70,11268,5.182,236.727,6.909,7.430013,235.18234,4.592231,70.0,36.0,52.0,1.0,3.625,43.0,21.0,5.41,0.003225,0.06665,3.578680701477847,,
2821,40,4105,390.818,66.182,9.455,389.27072,66.4763,5.698237,40.0,40.0,13.0,1.0,5.332,29.0,56.0,11.51,-1.784,-0.4973,4.0735679847731765,,
2821,45,4105,387.0,69.818,9.0,388.74493,68.93759,6.062241,45.0,40.0,13.0,1.0,4.637,29.0,56.0,7.65,-1.116,-0.3303,3.528502574050504,,
2821,46,4105,386.636,69.818,9.0,388.64853,69.04483,5.9391646,46.0,40.0,13.0,1.0,4.6,29.0,56.0,6.87,-1.298,-0.03925,3.7438993303363577,,
2823,38,4973,274.091,324.455,-0.727,270.28674,325.1954,0.9628434,38.0,36.0,17.0,1.0,2.496,5.0,27.0,3.998,2.814,0.07996,4.2280204616491135,,
2823,39,4973,273.909,324.364,-0.818,269.77585,326.4408,0.68723875,39.0,36.0,17.0,1.0,3.648,5.0,27.0,3.002,2.785,-0.3352,4.864336630723841,,
2825,36,7322,78.727,470.182,4.273,69.86404,476.8513,5.3735456,36.0,36.0,30.0,1.0,4.055,31.0,7.0,3.969,-0.1316,0.1036,11.146426470814712,,
2830,39,3095,248.182,360.182,8.818,248.32967,360.944,4.9580874,39.0,36.0,7.0,1.0,4.887,36.0,50.0,8.414,-1.546,-0.1411,3.937178648288487,,
2830,40,3095,242.545,363.182,8.909,244.15688,363.62476,4.838888,40.0,36.0,7.0,1.0,3.89,36.0,50.0,8.63,-0.836,-0.1646,4.400000595970871,,
2830,41,3095,238.273,364.909,9.0,240.19104,365.51364,5.1416373,41.0,36.0,7.0,1.0,4.117,36.0,50.0,7.332,-0.9683,0.3928,4.351026280770006,,
2830,42,3095,234.182,366.545,8.909,235.89185,366.58646,5.8494773,42.0,36.0,7.0,1.0,5.797,36.0,50.0,9.78,-2.783,0.09863,3.505136959651556,,
2833,36,7744,72.727,436.545,4.818,76.88405,429.58447,0.0,36.0,36.0,32.0,1.0,1.116,4.0,5.0,-6.36,-1.336,0.532,9.430968485972162,,
2835,42,6964,83.182,281.0,-0.818,85.69574,278.3542,1.3774621,42.0,36.0,28.0,1.0,4.34,15.0,11.0,3.518,1.21,-0.543,4.2590140009321935,,
2835,43,831,84.364,281.182,-0.545,81.9774,280.19373,1.8260976,43.0,36.0,0.0,1.0,3.873,15.0,38.0,9.97,2.123,-0.1787,3.5063714836887674,,
2835,47,4557,85.273,280.727,-0.545,87.73749,276.3388,1.9561684,47.0,36.0,15.0,1.0,3.768,15.0,29.0,5.91,0.7007,-0.1335,5.620129319264674,,
2835,48,4557,85.545,281.727,-0.455,83.30141,278.3787,1.9986354,48.0,36.0,15.0,1.0,5.15,15.0,29.0,11.07,2.111,0.1503,4.718594669415155,,
2835,50,4557,78.182,290.182,-0.909,83.44568,286.7087,2.1966326,50.0,36.0,15.0,1.0,3.111,15.0,29.0,4.55,0.341,0.3474,7.029587034711403,,
2836,42,8607,488.636,237.0,5.727,494.25607,245.65366,4.1737227,42.0,36.0,37.0,1.0,3.572,31.0,10.0,-0.4011,-0.01364,0.09326,10.434734714941024,,
2839,36,7368,259.545,176.455,0.0,263.16702,174.40935,0.6635057,36.0,36.0,30.0,1.0,2.621,16.0,36.0,3.398,3.139,0.01273,4.212357133106394,,
2843,37,5313,42.182,140.818,0.909,37.95714,146.33313,6.0264,37.0,36.0,19.0,1.0,3.994,6.0,11.0,9.766,-2.27,0.2473,8.628666391540467,,
2843,38,5150,41.636,141.818,0.909,44.556858,134.79254,2.2028813,38.0,36.0,18.0,1.0,3.922,6.0,20.0,3.877,0.9043,-0.334,7.717682844368107,,
2849,53,10621,504.273,457.364,9.818,510.75418,465.0583,7.8537984,53.0,53.0,48.0,1.0,1.124,6.0,5.0,-2.365,-1.74,0.645,10.250172418444604,,
2853,39,8968,156.364,113.0,1.818,149.12323,121.938484,1.5440404,39.0,37.0,39.0,1.0,3.488,27.0,48.0,6.668,1.729,0.16,11.50653293888251,,
2856,39,2307,374.091,233.273,9.636,373.38678,231.97154,6.2397113,39.0,37.0,3.0,1.0,3.342,5.0,37.0,7.273,-3.691,-0.2634,3.7046593465186097,,
2857,37,667,416.091,136.455,0.273,415.0941,135.98232,3.7201006,37.0,37.0,0.0,1.0,6.367,4.0,36.0,16.4,-0.3628,-0.655,3.6193560945174137,,
2860,41,8192,445.545,310.818,4.455,448.49402,308.39026,3.2830777,41.0,37.0,35.0,1.0,3.967,11.0,12.0,12.836,-1.19,0.0952,3.995502765014301,,
2861,61,9026,508.0,333.909,7.909,506.1954,332.99493,4.7872624,61.0,61.0,40.0,1.0,5.46,39.0,28.0,7.21,-0.3926,0.1048,3.719858971540951,,
2865,37,2288,73.091,163.364,1.364,73.13405,170.6962,0.19027026,37.0,37.0,3.0,1.0,1.895,5.0,38.0,-1.655,0.4927,-0.2135,7.425675164256814,,
2865,38,2479,73.818,162.364,1.455,68.09851,157.72449,0.16955958,38.0,37.0,4.0,1.0,3.365,5.0,34.0,2.254,1.591,-0.2081,7.475959869713702,,
2870,41,8972,256.182,102.273,2.909,263.43967,97.20099,0.34170848,41.0,37.0,39.0,1.0,0.2605,20.0,11.0,0.32,2.455,-0.126,9.219004556765512,,
2870,53,10126,215.818,150.727,3.818,218.7546,149.16833,6.711129,53.0,37.0,45.0,1.0,3.764,20.0,9.0,11.69,-6.047,-0.2314,4.407183583598601,,
2875,61,10346,343.545,242.909,9.636,344.27573,242.46613,5.6196527,61.0,57.0,46.0,1.0,3.588,13.0,19.0,8.62,-1.365,-0.010635,4.10623255600767,,
2875,62,10346,343.455,243.273,9.273,344.66702,242.94458,5.678183,62.0,57.0,46.0,1.0,5.04,13.0,19.0,10.23,-1.571,-0.2942,3.807828966785271,,
2877,37,8316,348.727,363.909,9.909,348.86255,362.35577,6.5733027,37.0,37.0,35.0,1.0,4.04,5.0,28.0,6.75,-2.373,0.4163,3.6820882271650217,,
2877,38,8316,347.818,363.455,9.727,348.03232,361.37946,6.3572717,38.0,37.0,35.0,1.0,4.457,5.0,28.0,7.273,-2.59,-0.912,3.963441455329051,,
2877,39,8316,347.091,362.364,9.636,347.8077,361.0102,6.484948,39.0,37.0,35.0,1.0,4.96,5.0,28.0,9.234,-2.078,-0.4795,3.5036498165062016,,
2882,62,11436,255.273,197.818,9.273,254.70332,198.64789,4.66543,62.0,37.0,53.0,1.0,4.16,42.0,36.0,4.57,-0.8022,0.1252,4.71624363444044,,
2882,63,11436,255.636,197.818,9.182,255.05592,199.08554,4.788315,63.0,37.0,53.0,1.0,3.422,42.0,36.0,6.395,-1.508,-0.2346,4.609513893809737,,
2882,66,8012,255.455,200.273,8.909,255.7456,200.8507,4.7038646,66.0,37.0,34.0,1.0,4.12,42.0,33.0,8.83,-2.25,-0.4788,4.254568060606522,,
2883,38,7867,495.636,161.273,9.636,496.4587,160.93814,4.9826937,38.0,37.0,33.0,1.0,4.48,4.0,19.0,12.33,-1.471,-0.655,4.737322664883582,,
2884,89,13407,52.636,17.091,-0.091,58.25886,18.45035,1.2822295,89.0,85.0,63.0,1.0,5.117,7.0,30.0,12.016,5.895,0.02834,5.945598898493759,,
2884,91,18081,53.455,17.909,-0.182,54.42817,22.163557,1.4896169,91.0,85.0,88.0,1.0,3.129,7.0,5.0,8.266,0.6265,0.4358,4.673608688745201,,
2886,38,7259,38.273,146.182,6.909,33.03248,149.55412,3.9589639,38.0,37.0,30.0,1.0,4.285,13.0,30.0,5.676,0.612,-0.504,6.894704936116078,,
2886,39,7259,38.273,147.0,6.727,33.416054,152.88112,4.092763,39.0,37.0,30.0,1.0,2.467,13.0,30.0,4.965,-1.828,0.1318,8.069492020783287,,
2898,54,11368,510.273,453.0,2.545,510.68765,444.74585,0.0,54.0,54.0,53.0,1.0,3.486,22.0,8.0,-6.68,0.9575,-0.0703,8.647540219334033,,
2901,55,9510,244.545,118.091,-0.364,249.683,117.80377,6.896582,55.0,54.0,42.0,1.0,3.777,8.0,22.0,6.8,-2.73,0.05585,8.899303121684532,,
2902,62,7320,62.818,337.545,2.727,64.975685,334.03854,4.6184225,62.0,38.0,30.0,1.0,3.809,25.0,32.0,10.92,-0.4104,0.696,4.530821709616401,,
2905,74,11524,245.273,427.727,6.455,243.20694,430.25714,4.536058,74.0,38.0,53.0,1.0,5.766,62.0,22.0,14.52,-1.23,-0.3438,3.788476044871349,,
2905,79,13859,244.455,433.455,6.091,242.32971,430.7643,4.0522413,79.0,38.0,66.0,1.0,5.105,62.0,11.0,15.5,-0.3298,0.4397,3.989142904299829,,
2905,88,15278,194.545,438.0,4.364,194.96346,444.04303,3.4664054,88.0,38.0,73.0,1.0,3.479,62.0,19.0,9.17,0.02032,0.1772,6.123642414319195,,
2906,41,7807,65.273,24.182,9.727,63.396362,22.845886,6.9505877,41.0,38.0,33.0,1.0,2.996,5.0,10.0,6.156,-2.8,0.2239,3.607691237291692,,
2906,42,7807,66.0,24.364,9.727,64.085815,22.693478,7.233351,42.0,38.0,33.0,1.0,3.6,5.0,10.0,3.854,-2.812,-0.4631,3.5599204066818717,,
2907,42,6092,416.0,375.182,5.455,412.906,373.1392,6.874047,42.0,38.0,23.0,1.0,4.395,10.0,20.0,4.43,0.0094,0.0313,3.969831511312409,,
2911,43,8510,149.091,501.818,3.091,143.99944,510.99802,0.9999961,43.0,38.0,37.0,1.0,0.5356,19.0,16.0,-6.418,0.1527,0.563,10.703693182440142,,
2911,44,8510,148.727,501.727,3.364,137.21037,510.99942,0.0,44.0,38.0,37.0,1.0,2.322,19.0,16.0,-6.24,0.853,1.374,15.163345119507769,,
2913,40,6776,139.818,134.0,4.364,136.41455,135.18657,3.4941046,40.0,38.0,27.0,1.0,4.41,43.0,65.0,12.53,-0.2966,0.438,3.70784820001322,,
2918,43,870,198.091,52.273,2.364,201.64229,50.717274,1.9090154,43.0,38.0,0.0,1.0,5.133,8.0,46.0,14.25,1.87,-0.1554,3.9037104192566745,,
2920,44,9816,205.545,450.818,5.636,203.40897,449.5786,2.3340602,44.0,38.0,43.0,1.0,4.797,19.0,4.0,12.375,2.4,0.425,4.12329273320776,,
2925,41,5134,268.0,258.091,0.545,262.20578,266.97778,1.2360847,41.0,38.0,18.0,1.0,3.566,4.0,25.0,4.105,2.5,0.01201,10.631342447657955,,
2926,40,8968,160.455,102.182,8.545,156.36646,111.8678,1.4553436,40.0,38.0,39.0,1.0,4.137,21.0,48.0,6.07,0.9473,-0.524,12.680461696707308,,
